7.103605819788693765e+00,8.712929970154071668e+00,0.000000000000000000e+00
2.021839744032571939e+00,8.326198455479379845e+01,0.000000000000000000e+00
9.786183422327640358e+01,7.991585642167235903e+01,0.000000000000000000e+00
4.614793622529318640e+01,7.805291762864554528e+01,0.000000000000000000e+00
1.182744258689332284e+01,6.399210213275237891e+01,0.000000000000000000e+00
5.218483217500716620e+01,4.146619399905235781e+01,0.000000000000000000e+00
2.645556121046269737e+01,7.742336894342166431e+01,0.000000000000000000e+00
4.561503322165485486e+01,5.684339488686484998e+01,0.000000000000000000e+00
1.878980043635514185e+00,6.176354970758770691e+01,0.000000000000000000e+00
6.120957227224214137e+01,6.169339968747569003e+01,0.000000000000000000e+00
9.437480785146242113e+01,6.818202991034834781e+01,0.000000000000000000e+00
6.976311959272648267e+01,6.022547162926983333e+00,0.000000000000000000e+00
6.667667154456677281e+01,6.706378696181593568e+01,0.000000000000000000e+00
2.103825610738408969e+01,1.289262976548533146e+01,0.000000000000000000e+00
5.701967704178796481e+01,4.386015134623203693e+01,0.000000000000000000e+00
9.883738380592261308e+01,1.020448107480280697e+01,0.000000000000000000e+00
2.088767560948346969e+01,1.613095178849962608e+01,0.000000000000000000e+00
6.531083254653984227e+01,2.532916025397821258e+01,0.000000000000000000e+00
4.663107728563063148e+01,2.444255920016027517e+01,0.000000000000000000e+00
1.589695836455197231e+01,1.103751411643051306e+01,0.000000000000000000e+00
6.563295894652733864e+01,1.381829513486137984e+01,0.000000000000000000e+00
8.209932298479351687e+01,9.710127579306126577e+00,0.000000000000000000e+00
8.379449074988039570e+01,9.609840789396306704e+00,0.000000000000000000e+00
9.764594650133957998e+01,4.686512016477016118e+01,0.000000000000000000e+00
9.767610881903371478e+01,6.048455197450459764e+01,0.000000000000000000e+00
7.392635793983016868e+01,3.918779225432067470e+00,0.000000000000000000e+00
2.828069625764095818e+01,1.201965612131689021e+01,0.000000000000000000e+00
2.961401975221449234e+01,1.187277189542440503e+01,0.000000000000000000e+00
6.414749634878436524e+00,6.924721193700197830e+01,0.000000000000000000e+00
5.666014542065751414e+01,2.653894909394454160e+01,0.000000000000000000e+00
5.232480534666996874e+01,9.394051075844167542e+00,0.000000000000000000e+00
3.185689524513236748e+01,6.674103799636816348e+01,0.000000000000000000e+00
1.317978624043921698e+01,7.163272041185655326e+01,0.000000000000000000e+00
2.894060929472011168e+01,1.831913620071168225e+01,0.000000000000000000e+00
5.865129348100831663e+01,2.010754618749355238e+00,0.000000000000000000e+00
8.289400292173631613e+01,4.695476192547065608e-01,0.000000000000000000e+00
6.778165367962300536e+01,2.700079731921648474e+01,0.000000000000000000e+00
2.487531435199580443e+01,5.761573344178368927e+01,0.000000000000000000e+00
5.920419312718389904e+01,5.722519057908733942e+01,0.000000000000000000e+00
4.471253786176273337e+01,8.464086724711278009e+01,0.000000000000000000e+00
6.994792753175043742e+01,2.974369508551336594e+01,0.000000000000000000e+00
8.137978197024771987e+01,3.965057408469846223e+01,0.000000000000000000e+00
8.811031971111616201e+01,5.812728726358587039e+01,0.000000000000000000e+00
8.817353618548527550e+01,6.925315900777658840e+01,0.000000000000000000e+00
7.252542798196405727e+01,5.013243819267022872e+01,0.000000000000000000e+00
9.560836347232239518e+01,6.439901992296374544e+01,0.000000000000000000e+00
4.238550485581797034e+01,6.063932141279243382e+01,0.000000000000000000e+00
1.919319830933352566e+00,3.015748166745493108e+01,0.000000000000000000e+00
6.601735374926850852e+01,2.900776072104440573e+01,0.000000000000000000e+00
6.180154289988415428e+01,4.287687009457661702e+01,0.000000000000000000e+00
5.699649107012648841e+01,5.908727612481732194e+01,0.000000000000000000e+00
5.743252488495787844e+01,6.532008198571335811e+01,0.000000000000000000e+00
6.521032700016888839e+01,4.314184354339739258e+01,0.000000000000000000e+00
8.965465958510630173e+01,3.675618700478965195e+01,0.000000000000000000e+00
4.358649252656267947e+01,8.919233550156721435e+01,0.000000000000000000e+00
8.061939890460857328e+01,7.038885835403662838e+01,0.000000000000000000e+00
1.624929346763748228e+01,6.155595642838441961e+01,0.000000000000000000e+00
8.073189587250107024e+01,5.691007386145933111e+01,0.000000000000000000e+00
4.071832972259996808e+01,6.916699545513804281e+00,0.000000000000000000e+00
6.974287731445636496e+01,4.535426826780688714e+01,0.000000000000000000e+00
9.755215050028857604e+01,8.558033423926110572e+01,0.000000000000000000e+00
1.171408418500197168e+00,3.599780644783638905e+01,0.000000000000000000e+00
5.210366062041293134e+01,5.433798833925362892e+00,0.000000000000000000e+00
1.999965248964000608e+01,1.852179446061397172e+00,0.000000000000000000e+00
7.044144019235328358e+01,3.183892953130784687e+00,0.000000000000000000e+00
1.646941564979127293e+01,6.214784014997635353e+01,0.000000000000000000e+00
5.772285886041675695e+01,2.378928213745086140e+01,0.000000000000000000e+00
9.342139979247937731e+01,6.139659559658959864e+01,0.000000000000000000e+00
5.356328030249583350e+01,5.899099763545709862e+01,0.000000000000000000e+00
7.301220295167696861e+01,3.119449954796018432e+01,0.000000000000000000e+00
3.982210622160918945e+01,2.098437489751221463e+01,0.000000000000000000e+00
7.395507950492876148e+01,4.904588086175670725e+01,0.000000000000000000e+00
5.802916032387561707e+00,4.344166255581207992e+01,0.000000000000000000e+00
3.117958819941025794e+01,6.963434888154594660e+01,0.000000000000000000e+00
