0.000000000000000000e+00,-1.273570937075900189e-01
1.010101010101010187e-02,1.390252104461687233e-01
2.020202020202020374e-02,2.983094960862845979e-01
3.030303030303030387e-02,6.522257434632650064e-02
4.040404040404040747e-02,-4.044695248278557670e-02
5.050505050505051108e-02,3.087915626055545704e-01
6.060606060606060774e-02,2.815983115288831495e-01
7.070707070707071829e-02,3.401607728058078095e-01
8.080808080808081495e-02,6.128024428237740517e-01
9.090909090909091161e-02,6.100627392170294705e-01
1.010101010101010222e-01,4.741517628357350134e-01
1.111111111111111188e-01,6.143493416367670212e-01
1.212121212121212155e-01,8.696902213336556997e-01
1.313131313131313260e-01,6.962392113116800951e-01
1.414141414141414366e-01,5.910214212154975000e-01
1.515151515151515194e-01,9.487108256185170507e-01
1.616161616161616299e-01,8.073111378665370763e-01
1.717171717171717404e-01,8.346866725556230104e-01
1.818181818181818232e-01,1.019515241539252770e+00
1.919191919191919338e-01,7.558583144710021573e-01
2.020202020202020443e-01,1.126968839786266052e+00
2.121212121212121271e-01,9.455442644626215198e-01
2.222222222222222376e-01,9.479733891534045664e-01
2.323232323232323482e-01,1.251905377833729682e+00
2.424242424242424310e-01,1.090969407626996901e+00
2.525252525252525415e-01,7.067736442184069379e-01
2.626262626262626521e-01,7.274439385795592461e-01
2.727272727272727626e-01,1.173560443972814005e+00
2.828282828282828731e-01,1.175794478399461829e+00
2.929292929292929282e-01,7.329862460942339064e-01
3.030303030303030387e-01,8.260526696571914851e-01
3.131313131313131493e-01,7.850787519601654108e-01
3.232323232323232598e-01,7.109624750356703382e-01
3.333333333333333703e-01,1.013290857977925841e+00
3.434343434343434809e-01,9.455758770756378384e-01
3.535353535353535914e-01,5.002671189763227000e-01
3.636363636363636465e-01,6.262785180462038248e-01
3.737373737373737570e-01,6.866973327612041489e-01
3.838383838383838675e-01,9.350448939801434545e-01
3.939393939393939781e-01,4.094130663702034711e-01
4.040404040404040886e-01,7.901477089174862023e-01
4.141414141414141992e-01,3.562057965566078899e-01
4.242424242424242542e-01,5.441137067042951525e-01
4.343434343434343647e-01,5.580934047386147956e-01
4.444444444444444753e-01,1.290556992978635908e-01
4.545454545454545858e-01,4.816551738637105951e-01
4.646464646464646964e-01,4.926180879864257289e-02
4.747474747474748069e-01,2.019312889484402296e-01
4.848484848484848619e-01,3.262539428477171932e-01
4.949494949494949725e-01,3.295523127305719502e-01
5.050505050505050830e-01,1.940105039509660845e-01
5.151515151515152491e-01,6.092243233529764240e-02
5.252525252525253041e-01,-3.232523024627817487e-01
5.353535353535353591e-01,-5.155395714652185601e-01
5.454545454545455252e-01,-4.001686259465829787e-01
5.555555555555555802e-01,-3.716216737200348508e-01
5.656565656565657463e-01,-5.925891297664122037e-01
5.757575757575758013e-01,-1.656320478397930729e-01
5.858585858585858563e-01,-2.848424216547338350e-01
5.959595959595960224e-01,-3.776767479339468436e-01
6.060606060606060774e-01,-5.144911079267250331e-01
6.161616161616162435e-01,-8.436337295091999033e-01
6.262626262626262985e-01,-5.964150700441567254e-01
6.363636363636364646e-01,-9.487240003680380562e-01
6.464646464646465196e-01,-5.047187939138270130e-01
6.565656565656565746e-01,-9.441078888528651181e-01
6.666666666666667407e-01,-9.271587955740729914e-01
6.767676767676767957e-01,-9.507822172214435152e-01
6.868686868686869618e-01,-1.120491822363900880e+00
6.969696969696970168e-01,-1.052439202188909295e+00
7.070707070707071829e-01,-9.419415912991709883e-01
7.171717171717172379e-01,-1.199095056934756265e+00
7.272727272727272929e-01,-8.521414225997889780e-01
7.373737373737374590e-01,-9.038330713960950336e-01
7.474747474747475140e-01,-1.066163805087944061e+00
7.575757575757576801e-01,-8.166108950540449385e-01
7.676767676767677351e-01,-1.144857059856814185e+00
7.777777777777777901e-01,-8.627886562945238369e-01
7.878787878787879562e-01,-1.258437158855153948e+00
7.979797979797980112e-01,-1.106292224217552134e+00
8.080808080808081773e-01,-7.580496177757294340e-01
8.181818181818182323e-01,-8.257504976710969835e-01
8.282828282828283983e-01,-8.385270236714322811e-01
8.383838383838384534e-01,-8.872444761433394556e-01
8.484848484848485084e-01,-6.740796681614270591e-01
8.585858585858586745e-01,-6.322901671342038288e-01
8.686868686868687295e-01,-7.784178716471317205e-01
8.787878787878788955e-01,-7.934417808087642632e-01
8.888888888888889506e-01,-8.925177272418048924e-01
8.989898989898991166e-01,-3.473036454817080010e-01
9.090909090909091717e-01,-7.971544020698548838e-01
9.191919191919192267e-01,-6.799817695580059329e-01
9.292929292929293927e-01,-3.067928191121304660e-01
9.393939393939394478e-01,-2.397948146727600649e-01
9.494949494949496138e-01,-1.737027164011022973e-01
9.595959595959596689e-01,-1.274056333098401994e-01
9.696969696969697239e-01,-4.861726006935238598e-01
9.797979797979798899e-01,9.197414224690710072e-02
9.898989898989899450e-01,-1.313279846347998048e-01
1.000000000000000000e+00,-1.985475749097821430e-01
