-2.509197623052750181e-02,9.995303692550056018e-01,3.064377484827872714e-02,6.476885381006924729e-03,1.523029856408025448e-02
-2.502827131499828911e-02,9.995249691642784651e-01,3.081940974691399146e-02,6.263895656599568346e-03,1.991774437852298837e-02
-2.501536752569370747e-02,9.995158838609067287e-01,3.111266478060435367e-02,-3.683463138972270859e-03,3.876881592053556258e-02
-2.510194922671843409e-02,9.995007658726767774e-01,3.159460428510952462e-02,-1.363341680854219390e-02,5.767868903962398985e-02
-2.494739775341322033e-02,9.994951547667326741e-01,3.177161622935499585e-02,4.454344456354673160e-02,-2.225383704091536685e-02
-2.435706937802176175e-02,9.995081072846836445e-01,3.136149665097660161e-02,7.352269675391445714e-02,-5.982147956061472510e-02
-2.367158857112374934e-02,9.995237798661412709e-01,3.085795654449180470e-02,6.357404538061552091e-02,-4.094807869446132065e-02
-2.332890237545174120e-02,9.995226095096054753e-01,3.089584242432295499e-02,4.963201434942887680e-03,4.852973000174874707e-02
-2.323168207580409567e-02,9.995089708671756057e-01,3.133396170354623561e-02,1.448034000832138825e-02,3.914776424538812111e-02
-2.294197582328522111e-02,9.995025733577447280e-01,3.153737229456932828e-02,4.346064374673630493e-02,1.559738059027857005e-03
-2.221647639627491108e-02,9.995146186279723066e-01,3.115328472213992062e-02,1.016396692865426110e-01,-7.842492113001077458e-02
-2.105515824014513732e-02,9.995444471894113780e-01,3.018108833051188003e-02,1.306250981210250184e-01,-1.161308064349120261e-01
-1.974994213454274450e-02,9.995781627743126618e-01,2.904301128893934519e-02,1.304194330340083807e-01,-1.116134056545810688e-01
-1.859273937195348933e-02,9.996033975133988836e-01,2.816110224529653691e-02,1.010221244763577358e-01,-6.486283135392165167e-02
-1.763215420102223763e-02,9.996189183212850216e-01,2.760467594781674389e-02,9.109555185055641380e-02,-4.647982727820466897e-02
-1.701414425783816589e-02,9.996194664035427113e-01,2.758482167962277021e-02,3.250650622374789273e-02,4.250688512209607750e-02
-1.673870613514166078e-02,9.996050746734234105e-01,2.810150684820144490e-02,2.258053775129002100e-02,6.088330620660111631e-02
-1.636788663578490552e-02,9.995932285521824667e-01,2.851977266080909720e-02,5.158284016356019797e-02,2.281418069424837741e-02
-1.585305058200502798e-02,9.995860685954082170e-01,2.876962756060767040e-02,5.138408290368002423e-02,2.718366406630755641e-02
-1.563220133619951102e-02,9.995651594322980671e-01,2.948715057588061073e-02,-7.214954388771101235e-03,1.163996399353203481e-01
-1.575404987744970231e-02,9.995272907663047546e-01,3.074402402697121520e-02,-1.715617441923839026e-02,1.351209567429035585e-01
-1.597535534454547906e-02,9.994818009364906386e-01,3.218896700345436068e-02,-2.710655130778975852e-02,1.540474156634037695e-01
-1.610155910477428440e-02,9.994373191088979924e-01,3.354169304640358673e-02,1.864159319314107055e-03,1.166788696010367943e-01
-1.613275606248040783e-02,9.993941477250862793e-01,3.480427406006858515e-02,-8.104974047565554826e-03,1.360168688160762474e-01
-1.621502568753520682e-02,9.993449107228148387e-01,3.619046024036194631e-02,-8.350543053419125228e-03,1.414304530869374965e-01
-1.600782006607516170e-02,9.993075355597397236e-01,3.720818960282412657e-02,4.979034762178777968e-02,6.227926232525914096e-02
-1.536522459463183880e-02,9.992910892238729970e-01,3.764729735008069678e-02,7.872819561865271321e-02,2.561521312960306218e-02
-1.487122966785607049e-02,9.992641550453508215e-01,3.835555294218845335e-02,2.007009823776672447e-02,1.161557301387610569e-01
-1.462320747376508710e-02,9.992205514206031758e-01,3.947517724730074257e-02,2.953302741282019805e-02,1.079674905641574006e-01
-1.462123077636339613e-02,9.991588270283952022e-01,4.100778427617658706e-02,-2.913922734061072384e-02,1.988401801530763624e-01
-1.462209094766735162e-02,9.990920880482148103e-01,4.260281210739710195e-02,2.896513421661653376e-02,1.204863660805008257e-01
-1.418794397578145537e-02,9.990478604131437512e-01,4.362765870316161199e-02,5.786300049196263506e-02,8.470022194146442640e-02
-1.356217430043249982e-02,9.990121996964103079e-01,4.443675120594956646e-02,6.728998275339292956e-02,7.729606113151939184e-02
-1.293948444138708770e-02,9.989728141894350655e-01,4.531353562060942003e-02,5.724701034012566470e-02,9.825980534753771256e-02
-1.241725601457306823e-02,9.989229207266198118e-01,4.640041429771018383e-02,4.719746109716743687e-02,1.193723087891912782e-01
-1.165493975738570581e-02,9.988852083443665597e-01,4.720530214744624031e-02,1.052647171242557800e-01,4.180308091659129532e-02
-1.060393455218737631e-02,9.988636672066194544e-01,4.765893761450976096e-02,1.049358045029902542e-01,4.903777003417617020e-02
