0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.551062587729112430e+00,-4.630616821067544464e+00,4.494019639916422193e+01,0.000000000000000000e+00
-4.164815721678487570e+00,5.394227013204569765e+00,4.737110921492971727e+01,0.000000000000000000e+00
-3.730854166996652399e+00,-3.503788885508946294e+00,1.322458852265012013e+02,0.000000000000000000e+00
-3.035720580127843071e+00,-2.872881198127391844e+00,6.449393052793709558e+01,0.000000000000000000e+00
-2.530349159565465911e+00,-2.885197829775263401e-01,7.926515255583908015e+01,0.000000000000000000e+00
-2.201631325960015317e+00,-1.808113100035270593e+00,9.248796895821270425e+01,0.000000000000000000e+00
-1.558127329961338958e+00,-1.414769797261994810e+00,1.444956754882666417e+02,0.000000000000000000e+00
-1.073266076443292416e+00,-9.424412846671983424e-01,9.005807886083768210e+01,0.000000000000000000e+00
-7.092450498019923222e-01,-5.587530579221999805e-01,7.306212193479051109e+01,0.000000000000000000e+00
-4.470467304390000618e-01,1.436361163501597815e+00,1.180974159872772304e+02,0.000000000000000000e+00
-3.166342844783190946e-01,-1.100000000000000144e-01,1.646231956789721380e+02,0.000000000000000000e+00
